seed,auth,b_improvement,arrival_rate,interarrival_a,avg_service_a,avg_population_a,utilization_a,completion_a,interarrival_b,avg_service_b,avg_population_b,utilization_b,completion_b,interarrival_p,avg_service_p,avg_population_p,utilization_p,completion_p,avg_response_time,avg_population
123456789,1,True,0.5,0.666221744368236,0.35391586537864433,0.5312257356309291,0.3466081248976859,43347,1.9986033546979658,0.5072327879415384,0.25378452646467864,0.20074133400345265,14449,1.9986401680594248,0.494956429016063,0.24764227775624062,0.19835653063841277,14449,2.0639368130935343,1.0326525398518485
123456789,1,True,0.55,0.6073966637009991,0.3722303857611407,0.6128289619236773,0.38024658076819756,47550,1.8221056752284326,0.5180875427275983,0.28432127264956736,0.22005912128005806,15850,1.8221575127159022,0.5086137174462331,0.27912213188915647,0.21808505300173883,15850,2.1433924174572536,1.1762723664624013
123456789,1,True,0.6,0.5558103877133433,0.3944887039930424,0.7097534125969641,0.4153171634026846,51954,1.6673645983576408,0.5318053721977952,0.3189366167177905,0.24063789485084192,17318,1.6673917606563355,0.5251176904801087,0.3149258513283609,0.23864354917836572,17318,2.2403891746570315,1.3436158806431155
123456789,1,True,0.65,0.5137686681936273,0.4210235300352728,0.8194760469959048,0.4500778553248179,56217,1.5411443733669692,0.5441079845876872,0.353015471852182,0.2599900203153464,18739,1.5412739490687035,0.5417942280591528,0.35151431422207036,0.25846466032521737,18739,2.3489728027526584,1.5240058330701571
123456789,1,True,0.7,0.4771262848991217,0.448996764902261,0.94104302083158,0.48483584318877826,60534,1.4312774993655566,0.5562964816850056,0.3886434250194764,0.279115811845263,20178,1.4313013651559143,0.552851548145076,0.3862367033988958,0.2782182960814121,20178,2.456138324536864,1.7159231492499523
123456789,1,True,0.75,0.4462405038699911,0.47954653210452197,1.0746360728280298,0.5180638158875662,64722,1.3386595084415873,0.5681876473684025,0.42442523030923807,0.2974610094427503,21574,1.3386761445124615,0.5678595404938896,0.4241801407927263,0.29716177735129934,21574,2.574686784175858,1.9232414439299943
123456789,1,True,0.8,0.4182329696995345,0.5211426688768138,1.2460526539723882,0.5537754512310439,69054,1.25467141335273,0.5896071025765355,0.46991706164319114,0.3182664747634677,23018,1.2546822530330375,0.5825256966877554,0.4642731787370744,0.31745850364425793,23018,2.7355608058947323,2.180242894352654
123456789,1,True,0.85,0.3946161238838133,0.562562647093562,1.425591173048768,0.586500312662029,73185,1.1837867275844853,0.6072857090860687,0.5129746591273274,0.3377289432672434,24395,1.1838003229694074,0.5981301774346854,0.5052409751994295,0.3359572434792767,24395,2.89310382780144,2.443806807375525
123456789,1,True,0.9,0.3728350368813364,0.6193420533431893,1.661165420347324,0.6211119479149654,77466,1.1184000247616293,0.6223481095494587,0.5564093666935352,0.3569084419069057,25822,1.1184721094335548,0.6223352470916186,0.5563978670329571,0.35552851817388903,25822,3.102709516670645,2.773972654073816
123456789,1,True,0.95,0.35321799151955496,0.6831903797629646,1.9341783337984602,0.6565830885664734,81768,1.0595680376495888,0.6401163755075281,0.6040772144390281,0.3757507609920097,27256,1.0596457568868174,0.6391139459170369,0.6031312225883831,0.37515839185310335,27256,3.3288014607134584,3.1413867708258714
123456789,1,True,1.0,0.3347494116938859,0.7664559202991037,2.289637178928473,0.6918531656301746,86274,1.0041819661149927,0.6636699546037864,0.6608614021819746,0.3961121580042309,28758,1.0042367827238123,0.6615132619103135,0.6587138362908311,0.3961103114732939,28758,3.6245509774114106,3.6092124174012783
123456789,1,True,1.05,0.31858352287340785,0.8672433181500682,2.7221754587795757,0.7276495354253076,90657,0.9556891910573488,0.6877472115876939,0.7195860500532654,0.4164994359814844,30219,0.9557495412416032,0.6815195396937639,0.7130700718803696,0.41541555221379706,30219,3.970996705731662,4.154831580713211
123456789,1,True,1.1,0.3047436198728672,0.981800630295963,3.2217142299586228,0.7606898756160371,94773,0.9141504750547592,0.7174536715532358,0.7847590205363527,0.436061337402106,31591,0.9142013935693396,0.705186504042579,0.7713410526004219,0.4347794990628715,31591,4.368042066483704,4.777814303095397
123456789,1,True,1.15,0.29193125817346904,1.1344907410390188,3.886149966009738,0.7944203077310792,98931,0.8757127172928758,0.7410680969894693,0.84616578926831,0.45588834317357213,32977,0.8757822052719175,0.7232261549405562,0.8257935170881655,0.453707318181556,32977,4.867766475047081,5.558109272366213
123456789,1,True,1.2,0.2793946260080873,1.3481393866442943,4.825194781636909,0.8299032036425199,103371,0.8381160149160714,0.7656444539770968,0.9134524368718542,0.4766236718363914,34457,0.8381825791609332,0.7568553930882159,0.9029666440928892,0.47381000769023557,34457,5.566918006998196,6.641613862601653
123456789,1,False,0.5,0.6662420538640541,0.35281245504164965,0.5295533797448229,0.34659755906529804,43347,1.9986033546979578,1.352352326301116,0.6766038015995277,0.4014704294058072,14449,1.9986903141481358,0.49555320763279526,0.24793330677092557,0.1983504840350404,14449,2.9063428990588602,1.454090488115276
123456789,1,False,0.55,0.6074211658382409,0.3725320821585389,0.6133009255341638,0.38023124239762895,47550,1.8221332635102672,1.4326094142497368,0.7861700345353638,0.44010048908896815,15850,1.8222310191276343,0.5099474548507444,0.27984278492347175,0.21807625589604807,15850,3.060153115576098,1.6793137449929993
123456789,1,False,0.6,0.55581660755139,0.39498419983801863,0.7106369428987106,0.41531251582120504,51954,1.6673645983576373,1.5466356008421978,0.9275446086295296,0.4812704040142001,17318,1.6674104201704751,0.5227840068148986,0.313522775975711,0.2386408786522259,17318,3.2543722071711523,1.9517043275039514
123456789,1,False,0.65,0.5138046818289461,0.42499313840587516,0.8271444735801174,0.45004630861565864,56217,1.5411564873583974,1.663105496311822,1.078941749047952,0.5199435943605286,18739,1.5413819899746317,0.5381513051088783,0.3491263252236572,0.2584465441051645,18739,3.4762362166383256,2.255212547851727
123456789,1,False,0.7,0.47713341938961656,0.45233943398237275,0.9480346757381078,0.4848285935318474,60534,1.431265982991294,1.801343549112089,1.2584473953115134,0.5582232765606359,20178,1.4313122991943852,0.5500740233131455,0.3842905048335563,0.27821413593684774,20178,3.708435874372353,2.5907725758831774
123456789,1,False,0.75,0.4462447470922599,0.48267761605930787,1.0816423659353247,0.5180588897609231,64722,1.3386595084416013,1.962488230454017,1.4659269749160315,0.5949163619353005,21574,1.3386888741792866,0.5660724582595801,0.4228412040605072,0.2971589517215141,21574,3.976593536891521,2.9704105449118634
123456789,1,False,0.8,0.41829501514105927,0.5283547765902983,1.2631083722783631,0.5536928477805001,69054,1.2547031877026842,2.1939713608190394,1.748335094254535,0.6364380016236023,23018,1.2548747225050536,0.5861582060040366,0.4670986051338254,0.3174111502129277,23018,4.36519389659397,3.4785420716667237
123456789,1,False,0.85,0.3946707473138046,0.5701952326548537,1.444732942100224,0.5864191397345442,73185,1.1837850190943304,2.4584648375151312,2.0763795359563018,0.6753644016839963,24395,1.183914208307794,0.6062209857891332,0.5120044142799578,0.3359107462611602,24395,4.775271521268826,4.0331168923364835
123456789,1,False,0.9,0.37283538145036454,0.6233987113369357,1.6720444215227568,0.6211113738936265,77466,1.1184000247616368,2.8134967199546983,2.5154000749023044,0.7138162241161145,25822,1.1184731431406254,0.6232145833344654,0.5571835213033206,0.35552818960034577,25822,5.30690743729997,4.744628017728382
123456789,1,False,0.95,0.35322766515385207,0.6847705380821157,1.9385988231018858,0.6565651072189093,81768,1.0595656539995455,3.2011275950251754,3.020818334121842,0.7514809411766552,27256,1.0596747777897044,0.638865009167111,0.6028797901464893,0.37514811767219036,27256,5.894304218438633,5.562296947370217
123456789,1,False,1.0,0.3347651716127103,0.7640806561389367,2.282434085484499,0.6918205949410101,86274,1.0042055168271968,3.8462801801387982,3.8298229883363626,0.7921870201005589,28758,1.0042840624802611,0.6559675995449735,0.653160891739958,0.3960916636062713,28758,6.794489748100582,6.76541796556082
123456789,1,False,1.05,0.3186034676104769,0.8562543600247973,2.68751415335208,0.7276039843602453,90657,0.9556891910573649,4.889001379870681,5.115014500978952,0.8329467259998831,30219,0.955809375452811,0.6850766258798874,0.7167469598362228,0.41538954708368375,30219,8.14284108582496,8.519275614167256
123456789,1,False,1.1,0.3047818107553434,0.9495377730163589,3.1154538994854324,0.7605942023870698,94773,0.9141560560991409,6.414284224981667,7.015134931615798,0.8720129864870148,31591,0.9143080857996503,0.6989668674821572,0.7644417858845631,0.4347248161232131,31591,9.961864411512902,10.895030616985792
123456789,1,False,1.15,0.2919547749263895,1.0747779541312836,3.681309794168772,0.7943563178489087,98931,0.8757136132814655,9.366542105158148,10.694036244625385,0.9117032435081833,32977,0.8758527555306843,0.7253757388261334,0.8281812385924833,0.45367077244178666,32977,13.316251706378132,15.203527277386641
123456789,1,False,1.2,0.2794317857372301,1.3003782457853539,4.653631499903964,0.8297928409529538,103371,0.8381194530260321,16.90500178578387,20.165837406983776,0.9531205783582,34457,0.8382940583483598,0.7535527700408922,0.898906893402719,0.47374699920133917,34457,21.559689293180824,25.71837580029046
123456789,2,True,0.5,0.6662284824614224,0.3940395428306651,0.5914437246238315,0.3717167118969076,43347,1.9986033546979607,0.5063210908704504,0.25332519480048854,0.20073881338649685,14449,1.9986415835550086,1.068261927495967,0.5344783493328827,0.34711956994109233,14449,2.7567016468584127,1.3792472687572028
123456789,2,True,0.55,0.6074161369336052,0.4161085038071241,0.685046509616695,0.4076806489234599,47550,1.8221397361359382,0.5186188467366235,0.2846036771080903,0.22005203124347275,15850,1.822191573623418,1.1261235393112228,0.6179854476609759,0.3816365464926408,15850,2.8930678974692183,1.5876356343857612
123456789,2,True,0.6,0.5558202383342634,0.44628505825354114,0.8029293913972768,0.44527332424899396,51954,1.6673645983576424,0.5326201615876144,0.3194194489825425,0.24063351282256004,17318,1.667391760656341,1.200767882557992,0.7201165916426133,0.4176186060676337,17318,3.07224321890623,1.8424654320224325
123456789,2,True,0.65,0.5137970316040442,0.479040364973689,0.9323417436369096,0.48227028372582714,56217,1.5411443733669687,0.5445501430396988,0.35328047974081855,0.2599739316084726,18739,1.5412739490687133,1.2874102618875949,0.8352158579999541,0.4522851655187179,18739,3.269081499848361,2.1208380813776824
123456789,2,True,0.7,0.47716392648455924,0.5160936181044515,1.0815776505076535,0.5194935624743577,60534,1.431281670196068,0.5571801349976974,0.3892275614217318,0.2790920009623836,20178,1.431305535986429,1.3661128030693597,0.954321092168678,0.4868404830870659,20178,3.4715737923804117,2.4251263040980633
